number,ticker,cap,name,industry,sector
371,ATO,23.34B,Atmos Energy Corporation,Utilities - Regulated Gas,Utilities
372,BBDO,23.32B,Banco Bradesco S.A.,Banks - Regional,Financials
373,BAM,23.32B,Brookfield Asset Management Ltd.,Asset Management,Financials
374,IFF,23.24B,International Flavors & Fragrances Inc.,Specialty Chemicals,Materials
375,NTR,23.17B,Nutrien Ltd.,Agricultural Inputs,Materials
376,WST,23.16B,"West Pharmaceutical Services, Inc.",Medical Instruments & Supplies,Healthcare
377,STM,23.03B,STMicroelectronics N.V.,Semiconductors,Technology
378,TU,22.79B,TELUS Corporation,Telecom Services,Communication Services
379,NOK,22.78B,Nokia Oyj,Communication Equipment,Technology
380,TSN,22.70B,"Tyson Foods, Inc.",Farm Products,Consumer Staples
381,MKL,22.66B,Markel Group Inc.,Insurance - Property & Casualty,Financials
382,WAT,22.45B,Waters Corporation,Diagnostics & Research,Healthcare
383,FTS,22.43B,Fortis Inc.,Utilities - Regulated Electric,Utilities
384,TDY,22.26B,Teledyne Technologies Incorporated,Scientific & Technical Instruments,Technology
385,BEKE,22.10B,KE Holdings Inc.,Real Estate Services,Real Estate
386,ZBH,22.09B,"Zimmer Biomet Holdings, Inc.",Medical Devices,Healthcare
387,PKG,22.05B,Packaging Corporation of America,Packaging & Containers,Consumer Discretionary
388,PUK,21.95B,Prudential plc,Insurance - Life,Financials
389,UI,21.93B,Ubiquiti Inc.,Communication Equipment,Technology
390,WSM,21.89B,"Williams-Sonoma, Inc.",Specialty Retail,Consumer Discretionary
391,LDOS,21.83B,"Leidos Holdings, Inc.",Information Technology Services,Technology
392,BLDR,21.75B,"Builders FirstSource, Inc.",Building Products & Equipment,Industrials
393,WSO,21.41B,"Watsco, Inc.",Industrial Distribution,Industrials
394,CFG,21.36B,"Citizens Financial Group, Inc.",Banks - Regional,Financials
395,STE,21.33B,STERIS plc,Medical Devices,Healthcare
396,CSL,21.23B,Carlisle Companies Incorporated,Building Products & Equipment,Industrials
397,CNP,21.17B,"CenterPoint Energy, Inc.",Utilities - Regulated Electric,Utilities
398,ASX,20.85B,"ASE Technology Holding Co., Ltd.",Semiconductors,Technology
399,CMS,20.82B,CMS Energy Corporation,Utilities - Regulated Electric,Utilities
400,MKC.V,20.82B,"McCormick & Company, Incorporated",Packaged Foods,Consumer Staples
401,INVH,20.80B,Invitation Homes Inc.,REIT - Residential,Real Estate
402,WSO.B,20.78B,"Watsco, Inc.",Industrial Distribution,Industrials
403,MKC,20.74B,"McCormick & Company, Incorporated",Packaged Foods,Consumer Staples
404,IP,20.70B,International Paper Company,Packaging & Containers,Consumer Discretionary
405,TS,20.68B,Tenaris S.A.,Oil & Gas Equipment & Services,Energy
406,PINS,20.62B,"Pinterest, Inc.",Internet Content & Information,Communication Services
407,ESS,20.62B,"Essex Property Trust, Inc.",REIT - Residential,Real Estate
408,DRI,20.59B,"Darden Restaurants, Inc.",Restaurants,Consumer Discretionary
409,CLX,20.59B,The Clorox Company,Household & Personal Products,Consumer Staples
410,OMC,20.41B,Omnicom Group Inc.,Advertising Agencies,Communication Services
411,SHG,20.25B,"Shinhan Financial Group Co., Ltd.",Banks - Regional,Financials
412,LH,20.18B,Labcorp Holdings Inc.,Diagnostics & Research,Healthcare
413,BF.B,20.12B,Brown-Forman Corporation,Beverages - Wineries & Distilleries,Consumer Staples
414,BBY,19.98B,"Best Buy Co., Inc.",Specialty Retail,Consumer Discretionary
415,TRU,19.95B,TransUnion,Financial Data & Stock Exchanges,Financials
416,CTRA,19.88B,Coterra Energy Inc.,Oil & Gas Exploration & Production,Energy
417,VIK,19.76B,Viking Holdings Ltd,Travel Services,Consumer Discretionary
418,MT,19.67B,ArcelorMittal S.A.,Steel,Materials
419,KEY,19.64B,KeyCorp,Banks - Regional,Financials
420,ARE,19.58B,"Alexandria Real Estate Equities, Inc.",REIT - Office,Real Estate
421,RYAN,19.53B,"Ryan Specialty Holdings, Inc.",Insurance - Specialty,Financials
422,BF.A,19.50B,Brown-Forman Corporation,Beverages - Wineries & Distilleries,Consumer Staples
423,SNA,19.46B,Snap-on Incorporated,Tools & Accessories,Industrials
424,IHG,19.46B,InterContinental Hotels Group PLC,Lodging,Consumer Discretionary
425,SNAP,19.46B,Snap Inc.,Internet Content & Information,Communication Services
426,LUV,19.45B,Southwest Airlines Co.,Airlines,Industrials
427,MAA,19.43B,"Mid-America Apartment Communities, Inc.",REIT - Residential,Real Estate
428,RCI,19.25B,Rogers Communications Inc.,Telecom Services,Communication Services
429,TEVA,18.91B,Teva Pharmaceutical Industries Limited,Drug Manufacturers - Specialty & Generic,Healthcare
430,BAH,18.84B,Booz Allen Hamilton Holding Corporation,Consulting Services,Industrials
431,ONON,18.72B,On Holding AG,Footwear & Accessories,Consumer Discretionary
432,L,18.69B,Loews Corporation,Insurance - Property & Casualty,Financials
433,FDS,18.65B,FactSet Research Systems Inc.,Financial Data & Stock Exchanges,Financials
434,BALL,18.64B,Ball Corporation,Packaging & Containers,Consumer Discretionary
435,NRG,18.61B,"NRG Energy, Inc.",Utilities - Independent Power Producers,Utilities
436,AER,18.42B,AerCap Holdings N.V.,Rental & Leasing Services,Industrials
437,BURL,18.37B,"Burlington Stores, Inc.",Apparel Retail,Consumer Discretionary
438,RBA,18.16B,"RB Global, Inc.",Specialty Business Services,Industrials
439,DGX,18.13B,Quest Diagnostics Incorporated,Diagnostics & Research,Healthcare
440,CRBG,18.12B,"Corebridge Financial, Inc.",Asset Management,Financials
441,OC,18.08B,Owens Corning,Building Products & Equipment,Industrials
442,YUMC,18.06B,"Yum China Holdings, Inc.",Restaurants,Consumer Discretionary
443,RPM,18.05B,RPM International Inc.,Specialty Chemicals,Materials
444,GFL,18.03B,GFL Environmental Inc.,Waste Management,Industrials
445,GPC,18.00B,Genuine Parts Company,Auto Parts,Consumer Discretionary
446,IEX,17.88B,IDEX Corporation,Specialty Industrial Machinery,Industrials
447,NMR,17.87B,"Nomura Holdings, Inc.",Capital Markets,Financials
448,PNR,17.84B,Pentair plc,Specialty Industrial Machinery,Industrials
449,MAS,17.73B,Masco Corporation,Building Products & Equipment,Industrials
450,NI,17.71B,NiSource Inc.,Utilities - Regulated Gas,Utilities
451,TME,17.71B,Tencent Music Entertainment Group,Internet Content & Information,Communication Services
452,XPO,17.65B,"XPO, Inc.",Trucking,Industrials
453,PSTG,17.61B,"Pure Storage, Inc.",Computer Hardware,Technology
454,FIX,17.57B,"Comfort Systems USA, Inc.",Engineering & Construction,Industrials
455,DKS,17.52B,"DICK'S Sporting Goods, Inc.",Specialty Retail,Consumer Discretionary
456,RS,17.49B,"Reliance, Inc.",Steel,Materials
457,FNF,17.47B,"Fidelity National Financial, Inc.",Insurance - Specialty,Financials
458,UMC,17.32B,United Microelectronics Corporation,Semiconductors,Technology
459,J,17.31B,Jacobs Solutions Inc.,Engineering & Construction,Industrials
460,KIM,17.24B,Kimco Realty Corporation,REIT - Retail,Real Estate
461,HRL,17.24B,Hormel Foods Corporation,Packaged Foods,Consumer Staples
462,EXPD,17.13B,"Expeditors International of Washington, Inc.",Integrated Freight & Logistics,Industrials
463,TLK,17.10B,Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk,Telecom Services,Communication Services
464,YPF,17.08B,YPF Sociedad Anónima,Oil & Gas Integrated,Energy
465,BAX,17.06B,Baxter International Inc.,Medical Instruments & Supplies,Healthcare
466,MOH,17.04B,"Molina Healthcare, Inc.",Healthcare Plans,Healthcare
467,UDR,16.99B,"UDR, Inc.",REIT - Residential,Real Estate
468,WLK,16.98B,Westlake Corporation,Specialty Chemicals,Materials
469,GWRE,16.96B,"Guidewire Software, Inc.",Software - Application,Technology
470,TOL,16.94B,"Toll Brothers, Inc.",Residential Construction,Consumer Discretionary
471,DG,16.84B,Dollar General Corporation,Discount Stores,Consumer Staples
472,BSBR,16.82B,Banco Santander (Brasil) S.A.,Banks - Regional,Financials
473,KOF,16.82B,"Coca-Cola FEMSA, S.A.B. de C.V.",Beverages - Non-Alcoholic,Consumer Staples
474,SUI,16.79B,"Sun Communities, Inc.",REIT - Residential,Real Estate
475,EG,16.77B,"Everest Group, Ltd.",Insurance - Reinsurance,Financials
476,AVY,16.71B,Avery Dennison Corporation,Packaging & Containers,Consumer Discretionary
477,EC,16.58B,Ecopetrol S.A.,Oil & Gas Integrated,Energy
478,DT,16.52B,"Dynatrace, Inc.",Software - Application,Technology
479,BIP,16.49B,Brookfield Infrastructure Partners L.P.,Utilities - Diversified,Utilities
480,JEF,16.33B,Jefferies Financial Group Inc.,Capital Markets,Financials
481,CAVA,16.33B,"CAVA Group, Inc.",Restaurants,Consumer Discretionary
482,USFD,16.28B,US Foods Holding Corp.,Food Distribution,Consumer Staples
483,DPZ,16.20B,"Domino's Pizza, Inc.",Restaurants,Consumer Discretionary
484,PKX,16.18B,POSCO Holdings Inc.,Steel,Materials
485,TWLO,16.17B,Twilio Inc.,Software - Infrastructure,Technology
486,AMH,16.01B,American Homes 4 Rent,REIT - Residential,Real Estate
487,TXT,15.91B,Textron Inc.,Aerospace & Defense,Industrials
488,CNH,15.80B,CNH Industrial N.V.,Farm & Heavy Construction Machinery,Industrials
489,JHX,15.73B,James Hardie Industries plc,Building Materials,Materials
490,DOC,15.68B,"Healthpeak Properties, Inc.",REIT - Healthcare Facilities,Real Estate
491,GGG,15.58B,Graco Inc.,Specialty Industrial Machinery,Industrials
492,ACM,15.48B,AECOM,Engineering & Construction,Industrials
493,COHR,15.44B,Coherent Corp.,Scientific & Technical Instruments,Technology
494,H,15.40B,Hyatt Hotels Corporation,Lodging,Consumer Discretionary
495,EQH,15.36B,"Equitable Holdings, Inc.",Insurance - Diversified,Financials
496,ZTO,15.27B,ZTO Express (Cayman) Inc.,Integrated Freight & Logistics,Industrials
497,RGA,15.24B,"Reinsurance Group of America, Incorporated",Insurance - Reinsurance,Financials
498,BAP,15.24B,Credicorp Ltd.,Banks - Regional,Financials
499,CF,15.21B,"CF Industries Holdings, Inc.",Agricultural Inputs,Materials
500,JBL,15.12B,Jabil Inc.,Electronic Components,Technology
501,AMCR,15.09B,Amcor plc,Packaging & Containers,Consumer Discretionary
502,WES,14.58B,"Western Midstream Partners, LP",Oil & Gas Midstream,Energy
503,RNR,14.53B,RenaissanceRe Holdings Ltd.,Insurance - Reinsurance,Financials
504,BXP,14.48B,"BXP, Inc.",REIT - Office,Real Estate
505,CHWY,14.47B,"Chewy, Inc.",Internet Retail,Consumer Discretionary
506,SN,14.40B,"SharkNinja, Inc.","Furnishings, Fixtures & Appliances",Consumer Discretionary
507,AVTR,14.36B,"Avantor, Inc.",Medical Instruments & Supplies,Healthcare
508,VIV,14.34B,Telefônica Brasil S.A.,Telecom Services,Communication Services
509,SWK,14.26B,"Stanley Black & Decker, Inc.",Tools & Accessories,Industrials
510,ELS,14.23B,"Equity LifeStyle Properties, Inc.",REIT - Residential,Real Estate
511,TPR,14.18B,"Tapestry, Inc.",Luxury Goods,Consumer Discretionary
512,UHAL,14.15B,U-Haul Holding Company,Rental & Leasing Services,Industrials
513,EPAM,14.13B,"EPAM Systems, Inc.",Information Technology Services,Technology
514,CW,14.09B,Curtiss-Wright Corporation,Aerospace & Defense,Industrials
515,EBR,14.07B,Centrais Elétricas Brasileiras S.A. - Eletrobrás,Utilities - Renewable,Utilities
516,EDR,14.03B,"Endeavor Group Holdings, Inc.",Entertainment,Communication Services
517,AGR,13.99B,"Avangrid, Inc.",Utilities - Regulated Electric,Utilities
518,CLH,13.96B,"Clean Harbors, Inc.",Waste Management,Industrials
519,RVTY,13.95B,"Revvity, Inc.",Diagnostics & Research,Healthcare
520,UNM,13.92B,Unum Group,Insurance - Life,Financials
521,PFGC,13.83B,Performance Food Group Company,Food Distribution,Consumer Staples
522,DVA,13.69B,DaVita Inc.,Medical Care Facilities,Healthcare
523,RL,13.66B,Ralph Lauren Corporation,Apparel Manufacturing,Consumer Discretionary
524,THC,13.63B,Tenet Healthcare Corporation,Medical Care Facilities,Healthcare
525,CNA,13.47B,CNA Financial Corporation,Insurance - Property & Casualty,Financials
526,JLL,13.46B,Jones Lang LaSalle Incorporated,Real Estate Services,Real Estate
527,APTV,13.43B,Aptiv PLC,Auto Parts,Consumer Discretionary
528,CPT,13.42B,Camden Property Trust,REIT - Residential,Real Estate
529,GFI,13.26B,Gold Fields Limited,Gold,Materials
530,GME,13.25B,GameStop Corp.,Specialty Retail,Consumer Discretionary
531,HLI,13.24B,"Houlihan Lokey, Inc.",Capital Markets,Financials
532,FMS,13.23B,Fresenius Medical Care AG,Medical Care Facilities,Healthcare
533,KMX,13.19B,"CarMax, Inc.",Auto & Truck Dealerships,Consumer Discretionary
534,UHS,13.14B,"Universal Health Services, Inc.",Medical Care Facilities,Healthcare
535,PAYC,13.11B,"Paycom Software, Inc.",Software - Application,Technology
536,CAG,13.10B,"Conagra Brands, Inc.",Packaged Foods,Consumer Staples
537,BJ,13.05B,"BJ's Wholesale Club Holdings, Inc.",Discount Stores,Consumer Staples
538,FTI,13.03B,TechnipFMC plc,Oil & Gas Equipment & Services,Energy
539,RTO,13.03B,Rentokil Initial plc,Specialty Business Services,Industrials
540,ITT,13.01B,ITT Inc.,Specialty Industrial Machinery,Industrials
541,MGA,12.95B,Magna International Inc.,Auto Parts,Consumer Discretionary
542,ALB,12.93B,Albemarle Corporation,Specialty Chemicals,Materials
543,NVT,12.91B,nVent Electric plc,Electrical Equipment & Parts,Industrials
544,DAY,12.90B,Dayforce Inc.,Software - Application,Technology
545,AS,12.90B,"Amer Sports, Inc.",Leisure,Consumer Discretionary
546,SCI,12.81B,Service Corporation International,Personal Services,Consumer Discretionary
547,FND,12.78B,"Floor & Decor Holdings, Inc.",Home Improvement Retail,Consumer Discretionary
548,SUZ,12.77B,Suzano S.A.,Paper & Paper Products,Materials
549,EVR,12.68B,Evercore Inc.,Capital Markets,Financials
550,UHAL.B,12.62B,U-Haul Holding Company,Rental & Leasing Services,Industrials
551,PR,12.60B,Permian Resources Corporation,Oil & Gas Exploration & Production,Energy
552,WPC,12.59B,W. P. Carey Inc.,REIT - Diversified,Real Estate
553,TFII,12.55B,TFI International Inc.,Trucking,Industrials
554,KGC,12.54B,Kinross Gold Corporation,Gold,Materials
555,AFG,12.51B,"American Financial Group, Inc.",Insurance - Property & Casualty,Financials
556,TAP,12.50B,Molson Coors Beverage Company,Beverages - Brewers,Consumer Staples
557,TAP.A,12.50B,Molson Coors Beverage Company,Beverages - Brewers,Consumer Staples
558,ALLE,12.40B,Allegion plc,Security & Protection Services,Industrials
559,SOLV,12.37B,Solventum Corporation,Health Information Services,Healthcare
560,BG,12.35B,Bunge Global SA,Farm Products,Consumer Staples
561,EMN,12.26B,Eastman Chemical Company,Specialty Chemicals,Materials
562,AA,12.20B,Alcoa Corporation,Aluminum,Materials
563,BEP,12.17B,Brookfield Renewable Partners L.P.,Utilities - Renewable,Utilities
564,SJM,12.09B,The J. M. Smucker Company,Packaged Foods,Consumer Staples
565,RRX,12.07B,Regal Rexnord Corporation,Specialty Industrial Machinery,Industrials
566,SF,12.05B,Stifel Financial Corp.,Capital Markets,Financials
567,JNPR,11.99B,"Juniper Networks, Inc.",Communication Equipment,Technology
568,RDY,11.95B,Dr. Reddy's Laboratories Limited,Drug Manufacturers - Specialty & Generic,Healthcare
569,NCLH,11.94B,Norwegian Cruise Line Holdings Ltd.,Travel Services,Consumer Discretionary
570,PCOR,11.92B,"Procore Technologies, Inc.",Software - Application,Technology
571,BLD,11.92B,TopBuild Corp.,Engineering & Construction,Industrials
572,BWXT,11.92B,"BWX Technologies, Inc.",Aerospace & Defense,Industrials
573,OVV,11.91B,Ovintiv Inc.,Oil & Gas Exploration & Production,Energy
574,BEN,11.90B,"Franklin Resources, Inc.",Asset Management,Financials
575,ALLY,11.88B,Ally Financial Inc.,Credit Services,Financials
576,KNSL,11.79B,"Kinsale Capital Group, Inc.",Insurance - Property & Casualty,Financials
577,AIZ,11.66B,"Assurant, Inc.",Insurance - Property & Casualty,Financials
578,BCH,11.60B,Banco de Chile,Banks - Regional,Financials
579,ESTC,11.55B,Elastic N.V.,Software - Application,Technology
580,SBS,11.54B,Companhia de Saneamento Básico do Estado de São Paulo - SABESP,Utilities - Regulated Water,Utilities
581,GMED,11.50B,"Globus Medical, Inc.",Medical Devices,Healthcare
582,BEPC,11.48B,Brookfield Renewable Corporation,Utilities - Renewable,Utilities
583,ATR,11.48B,"AptarGroup, Inc.",Medical Instruments & Supplies,Healthcare
584,IPG,11.43B,"The Interpublic Group of Companies, Inc.",Advertising Agencies,Communication Services
585,MGM,11.41B,MGM Resorts International,Resorts & Casinos,Consumer Discretionary
586,GNRC,11.40B,Generac Holdings Inc.,Specialty Industrial Machinery,Industrials
587,PAG,11.38B,"Penske Automotive Group, Inc.",Auto & Truck Dealerships,Consumer Discretionary
588,FHN,11.36B,First Horizon Corporation,Banks - Regional,Financials
589,WPP,11.35B,WPP plc,Advertising Agencies,Communication Services
590,CUBE,11.34B,CubeSmart,REIT - Industrial,Real Estate
591,ACI,11.23B,"Albertsons Companies, Inc.",Grocery Stores,Consumer Staples
592,MUSA,11.16B,Murphy USA Inc.,Specialty Retail,Consumer Discretionary
593,MTZ,11.15B,"MasTec, Inc.",Engineering & Construction,Industrials
594,NLY,11.15B,"Annaly Capital Management, Inc.",REIT - Mortgage,Real Estate
595,OHI,11.13B,"Omega Healthcare Investors, Inc.",REIT - Healthcare Facilities,Real Estate
596,CTLT,11.12B,"Catalent, Inc.",Drug Manufacturers - Specialty & Generic,Healthcare
597,SQM,11.09B,Sociedad Química y Minera de Chile S.A.,Specialty Chemicals,Materials
598,ULS,11.07B,UL Solutions Inc.,Specialty Business Services,Industrials
599,ARMK,11.05B,Aramark,Specialty Business Services,Industrials
600,XPEV,11.02B,XPeng Inc.,Auto Manufacturers,Consumer Discretionary
601,WTRG,11.01B,"Essential Utilities, Inc.",Utilities - Regulated Water,Utilities
602,LW,10.95B,"Lamb Weston Holdings, Inc.",Packaged Foods,Consumer Staples
603,CCK,10.95B,"Crown Holdings, Inc.",Packaging & Containers,Consumer Discretionary
604,AOS,10.94B,A. O. Smith Corporation,Specialty Industrial Machinery,Industrials
605,KEP,10.88B,Korea Electric Power Corporation,Utilities - Regulated Electric,Utilities
606,SNN,10.77B,Smith & Nephew plc,Medical Devices,Healthcare
607,WBS,10.77B,Webster Financial Corporation,Banks - Regional,Financials
608,DTM,10.71B,"DT Midstream, Inc.",Oil & Gas Midstream,Energy
609,AIT,10.71B,"Applied Industrial Technologies, Inc.",Industrial Distribution,Industrials
610,PRMB,10.66B,Primo Brands Corporation,Beverages - Non-Alcoholic,Consumer Staples
611,AU,10.60B,AngloGold Ashanti plc,Gold,Materials
612,RBC,10.58B,RBC Bearings Incorporated,Tools & Accessories,Industrials
613,CR,10.58B,Crane Company,Specialty Industrial Machinery,Industrials
614,EXP,10.58B,Eagle Materials Inc.,Building Materials,Materials
615,PNW,10.56B,Pinnacle West Capital Corporation,Utilities - Regulated Electric,Utilities
616,APG,10.51B,APi Group Corporation,Engineering & Construction,Industrials
617,LAD,10.50B,"Lithia Motors, Inc.",Auto & Truck Dealerships,Consumer Discretionary
618,WCC,10.45B,"WESCO International, Inc.",Industrial Distribution,Industrials
619,WAL,10.43B,Western Alliance Bancorporation,Banks - Regional,Financials
620,WMS,10.42B,"Advanced Drainage Systems, Inc.",Building Products & Equipment,Industrials
621,CACI,10.41B,CACI International Inc,Information Technology Services,Technology
622,AR,10.34B,Antero Resources Corporation,Oil & Gas Exploration & Production,Energy
623,ALSN,10.33B,"Allison Transmission Holdings, Inc.",Auto Parts,Consumer Discretionary
624,PSO,10.30B,Pearson plc,Publishing,Communication Services
625,CRL,10.29B,"Charles River Laboratories International, Inc.",Diagnostics & Research,Healthcare
626,SNX,10.29B,TD SYNNEX Corporation,Electronics & Computer Distribution,Technology
627,BNT,10.28B,Brookfield Wealth Solutions Ltd.,Insurance - Diversified,Financials
628,EHC,10.28B,Encompass Health Corporation,Medical Care Facilities,Healthcare
629,PSN,10.27B,Parsons Corporation,Information Technology Services,Technology
630,UWMC,10.26B,UWM Holdings Corporation,Mortgage Finance,Financials
631,AEG,10.16B,Aegon Ltd.,Insurance - Diversified,Financials
632,CIEN,10.14B,Ciena Corporation,Communication Equipment,Technology
633,PRI,10.12B,"Primerica, Inc.",Insurance - Life,Financials
634,AYI,10.08B,"Acuity Brands, Inc.",Electrical Equipment & Parts,Industrials
635,FBIN,10.06B,"Fortune Brands Innovations, Inc.",Building Products & Equipment,Industrials
636,TPX,10.05B,"Tempur Sealy International, Inc.","Furnishings, Fixtures & Appliances",Consumer Discretionary
637,KVYO,10.04B,"Klaviyo, Inc.",Software - Infrastructure,Technology
638,FOUR,10.03B,"Shift4 Payments, Inc.",Software - Infrastructure,Technology
639,GLOB,9.96B,Globant S.A.,Information Technology Services,Technology
640,CLS,9.95B,Celestica Inc.,Electronic Components,Technology
641,FRT,9.93B,Federal Realty Investment Trust,REIT - Retail,Real Estate
642,YMM,9.92B,Full Truck Alliance Co. Ltd.,Software - Application,Technology
643,BRBR,9.92B,"BellRing Brands, Inc.",Packaged Foods,Consumer Staples
644,REXR,9.87B,"Rexford Industrial Realty, Inc.",REIT - Industrial,Real Estate
645,NIO,9.82B,NIO Inc.,Auto Manufacturers,Consumer Discretionary
646,STN,9.79B,Stantec Inc.,Engineering & Construction,Industrials
647,SARO,9.78B,"StandardAero, Inc.",Aerospace & Defense,Industrials
648,ORI,9.77B,Old Republic International Corporation,Insurance - Property & Casualty,Financials
649,CRS,9.72B,Carpenter Technology Corporation,Metal Fabrication,Industrials
650,BILL,9.70B,"BILL Holdings, Inc.",Software - Application,Technology
651,U,9.68B,Unity Software Inc.,Software - Application,Technology
652,INGR,9.66B,Ingredion Incorporated,Packaged Foods,Consumer Staples
653,EDU,9.61B,New Oriental Education & Technology Group Inc.,Education & Training Services,Consumer Staples
654,QGEN,9.61B,Qiagen N.V.,Diagnostics & Research,Healthcare
655,FLR,9.61B,Fluor Corporation,Engineering & Construction,Industrials
656,SKX,9.58B,"Skechers U.S.A., Inc.",Footwear & Accessories,Consumer Discretionary
657,CMA,9.57B,Comerica Incorporated,Banks - Regional,Financials
658,CNM,9.56B,"Core & Main, Inc.",Industrial Distribution,Industrials
659,BIRK,9.55B,Birkenstock Holding plc,Footwear & Accessories,Consumer Discretionary
660,KNX,9.51B,Knight-Swift Transportation Holdings Inc.,Trucking,Industrials
661,BIO,9.41B,"Bio-Rad Laboratories, Inc.",Medical Devices,Healthcare
662,PEN,9.39B,"Penumbra, Inc.",Medical Devices,Healthcare
663,DCI,9.37B,"Donaldson Company, Inc.",Specialty Industrial Machinery,Industrials
664,AES,9.36B,The AES Corporation,Utilities - Diversified,Utilities
665,GL,9.35B,Globe Life Inc.,Insurance - Life,Financials
666,GAP,9.34B,"The Gap, Inc.",Apparel Retail,Consumer Discretionary
667,MLI,9.34B,"Mueller Industries, Inc.",Metal Fabrication,Industrials
668,PAC,9.34B,"Grupo Aeroportuario del Pacífico, S.A.B. de C.V.",Airports & Air Services,Industrials
669,BIO.B,9.33B,"Bio-Rad Laboratories, Inc.",Medical Devices,Healthcare
670,KNTK,9.32B,Kinetik Holdings Inc.,Oil & Gas Midstream,Energy
671,CFR,9.23B,"Cullen/Frost Bankers, Inc.",Banks - Regional,Financials
672,BROS,9.20B,Dutch Bros Inc.,Restaurants,Consumer Discretionary
673,MHK,9.15B,"Mohawk Industries, Inc.","Furnishings, Fixtures & Appliances",Consumer Discretionary
674,RBRK,9.15B,"Rubrik, Inc.",Software - Infrastructure,Technology
675,DOCS,9.10B,"Doximity, Inc.",Health Information Services,Healthcare
676,BRX,9.07B,Brixmor Property Group Inc.,REIT - Retail,Real Estate
677,TFX,9.04B,Teleflex Incorporated,Medical Instruments & Supplies,Healthcare
678,NYT,9.03B,The New York Times Company,Publishing,Communication Services
679,BSAC,9.00B,Banco Santander-Chile,Banks - Regional,Financials
680,AXTA,9.00B,Axalta Coating Systems Ltd.,Specialty Chemicals,Materials
681,TTC,8.95B,The Toro Company,Tools & Accessories,Industrials
682,VNO,8.94B,Vornado Realty Trust,REIT - Office,Real Estate
683,WF,8.92B,Woori Financial Group Inc.,Banks - Regional,Financials
684,SUM,8.91B,"Summit Materials, Inc.",Building Materials,Materials
685,GPK,8.88B,Graphic Packaging Holding Company,Packaging & Containers,Consumer Discretionary
686,S,8.84B,"SentinelOne, Inc.",Software - Infrastructure,Technology
687,OGE,8.81B,OGE Energy Corp.,Utilities - Regulated Electric,Utilities
688,X,8.69B,United States Steel Corporation,Steel,Materials
689,RRC,8.64B,Range Resources Corporation,Oil & Gas Exploration & Production,Energy
690,SKM,8.62B,"SK Telecom Co., Ltd.",Telecom Services,Communication Services
691,ATI,8.58B,ATI Inc.,Metal Fabrication,Industrials
692,EGP,8.57B,"EastGroup Properties, Inc.",REIT - Industrial,Real Estate
693,CHE,8.54B,Chemed Corporation,Medical Care Facilities,Healthcare
694,PLNT,8.54B,"Planet Fitness, Inc.",Leisure,Consumer Discretionary
695,SSB,8.54B,SouthState Corporation,Banks - Regional,Financials
696,LPX,8.44B,Louisiana-Pacific Corporation,Building Products & Equipment,Industrials
697,SPXC,8.42B,"SPX Technologies, Inc.",Building Products & Equipment,Industrials
698,CIB,8.38B,Bancolombia S.A.,Banks - Regional,Financials
699,CE,8.36B,Celanese Corporation,Chemicals,Materials
700,MOS,8.33B,The Mosaic Company,Agricultural Inputs,Materials
701,SNV,8.31B,Synovus Financial Corp.,Banks - Regional,Financials
702,SSD,8.30B,"Simpson Manufacturing Co., Inc.",Lumber & Wood Production,Materials
703,FN,8.29B,Fabrinet,Electronic Components,Technology
