number,ticker,cap,name,industry,sector
1394,BY,1.42B,"Byline Bancorp, Inc.",Banks - Regional,Financials
1395,ALEX,1.41B,"Alexander & Baldwin, Inc.",REIT - Retail,Real Estate
1396,FLNG,1.41B,FLEX LNG Ltd.,Oil & Gas Midstream,Energy
1397,EVH,1.40B,"Evolent Health, Inc.",Health Information Services,Healthcare
1398,NRP,1.40B,Natural Resource Partners L.P.,Thermal Coal,Energy
1399,UTI,1.40B,"Universal Technical Institute, Inc.",Education & Training Services,Consumer Staples
1400,BB,1.39B,BlackBerry Limited,Software - Infrastructure,Technology
1401,BFS,1.39B,"Saul Centers, Inc.",REIT - Retail,Real Estate
1402,DESP,1.38B,"Despegar.com, Corp.",Travel Services,Consumer Discretionary
1403,SEI,1.38B,"Solaris Energy Infrastructure, Inc.",Oil & Gas Equipment & Services,Energy
1404,CTOS,1.37B,"Custom Truck One Source, Inc.",Rental & Leasing Services,Industrials
1405,CDRE,1.36B,"Cadre Holdings, Inc.",Aerospace & Defense,Industrials
1406,CNNE,1.36B,"Cannae Holdings, Inc.",Restaurants,Consumer Discretionary
1407,AIV,1.36B,Apartment Investment and Management Company,REIT - Residential,Real Estate
1408,BLND,1.35B,"Blend Labs, Inc.",Software - Application,Technology
1409,RES,1.35B,"RPC, Inc.",Oil & Gas Equipment & Services,Energy
1410,GB,1.34B,Global Blue Group Holding AG,Software - Infrastructure,Technology
1411,KRO,1.34B,"Kronos Worldwide, Inc.",Specialty Chemicals,Materials
1412,NTST,1.34B,NETSTREIT Corp.,REIT - Retail,Real Estate
1413,RCUS,1.33B,"Arcus Biosciences, Inc.",Biotechnology,Healthcare
1414,IMAX,1.33B,IMAX Corporation,Entertainment,Communication Services
1415,BHLB,1.32B,"Berkshire Hills Bancorp, Inc.",Banks - Regional,Financials
1416,CGAU,1.32B,Centerra Gold Inc.,Gold,Materials
1417,EIG,1.32B,"Employers Holdings, Inc.",Insurance - Specialty,Financials
1418,SA,1.32B,Seabridge Gold Inc.,Gold,Materials
1419,LOMA,1.30B,Loma Negra Compañía Industrial Argentina Sociedad Anónima,Building Materials,Materials
1420,ENFN,1.29B,"Enfusion, Inc.",Software - Application,Technology
1421,IDT,1.29B,IDT Corporation,Telecom Services,Communication Services
1422,CARS,1.29B,Cars.com Inc.,Auto & Truck Dealerships,Consumer Discretionary
1423,DAN,1.29B,Dana Incorporated,Auto Parts,Consumer Discretionary
1424,OXM,1.28B,"Oxford Industries, Inc.",Apparel Manufacturing,Consumer Discretionary
1425,DQ,1.28B,Daqo New Energy Corp.,Semiconductor Equipment & Materials,Technology
1426,MSC,1.28B,Studio City International Holdings Limited,Resorts & Casinos,Consumer Discretionary
1427,LVWR,1.28B,"LiveWire Group, Inc.",Auto Manufacturers,Consumer Discretionary
1428,ARI,1.28B,"Apollo Commercial Real Estate Finance, Inc.",REIT - Mortgage,Real Estate
1429,CSR,1.27B,Centerspace,REIT - Residential,Real Estate
1430,WOLF,1.27B,"Wolfspeed, Inc.",Semiconductors,Technology
1431,COUR,1.25B,"Coursera, Inc.",Education & Training Services,Consumer Staples
1432,BLX,1.25B,"Banco Latinoamericano de Comercio Exterior, S. A.",Banks - Regional,Financials
1433,RC,1.25B,Ready Capital Corporation,REIT - Mortgage,Real Estate
1434,MD,1.25B,"Pediatrix Medical Group, Inc.",Medical Care Facilities,Healthcare
1435,ASPN,1.23B,"Aspen Aerogels, Inc.",Building Products & Equipment,Industrials
1436,TWO,1.22B,Two Harbors Investment Corp.,REIT - Mortgage,Real Estate
1437,ARLO,1.22B,"Arlo Technologies, Inc.",Building Products & Equipment,Industrials
1438,ATEN,1.22B,"A10 Networks, Inc.",Software - Infrastructure,Technology
1439,SPH,1.21B,"Suburban Propane Partners, L.P.",Utilities - Regulated Gas,Utilities
1440,DK,1.21B,"Delek US Holdings, Inc.",Oil & Gas Refining & Marketing,Energy
1441,CIM,1.21B,Chimera Investment Corporation,REIT - Mortgage,Real Estate
1442,VTEX,1.20B,VTEX,Software - Application,Technology
1443,NXRT,1.20B,"NexPoint Residential Trust, Inc.",REIT - Residential,Real Estate
1444,IRS,1.20B,IRSA Inversiones y Representaciones Sociedad Anónima,Real Estate Services,Real Estate
1445,EVEX,1.20B,"Eve Holding, Inc.",Aerospace & Defense,Industrials
1446,MRC,1.20B,MRC Global Inc.,Oil & Gas Equipment & Services,Energy
1447,JKS,1.20B,"JinkoSolar Holding Co., Ltd.",Solar,Technology
1448,FBMS,1.19B,"The First Bancshares, Inc.",Banks - Regional,Financials
1449,GETY,1.19B,"Getty Images Holdings, Inc.",Internet Content & Information,Communication Services
1450,AORT,1.19B,"Artivion, Inc.",Medical Devices,Healthcare
1451,HCI,1.19B,"HCI Group, Inc.",Insurance - Property & Casualty,Financials
1452,BRDG,1.19B,Bridge Investment Group Holdings Inc.,Asset Management,Financials
1453,HOV,1.19B,"Hovnanian Enterprises, Inc.",Residential Construction,Consumer Discretionary
1454,OLO,1.19B,Olo Inc.,Software - Application,Technology
1455,ATUS,1.18B,"Altice USA, Inc.",Telecom Services,Communication Services
1456,PMT,1.18B,PennyMac Mortgage Investment Trust,REIT - Mortgage,Real Estate
1457,KBDC,1.18B,"Kayne Anderson BDC, Inc.",-,-
1458,BOW,1.18B,Bowhead Specialty Holdings Inc.,Insurance - Property & Casualty,Financials
1459,PHR,1.18B,"Phreesia, Inc.",Health Information Services,Healthcare
1460,VTLE,1.18B,"Vital Energy, Inc.",Oil & Gas Exploration & Production,Energy
1461,EXK,1.17B,Endeavour Silver Corp.,Other Precious Metals & Mining,Materials
1462,FVRR,1.17B,Fiverr International Ltd.,Internet Content & Information,Communication Services
1463,PDM,1.17B,"Piedmont Office Realty Trust, Inc.",REIT - Office,Real Estate
1464,EFXT,1.16B,Enerflex Ltd.,Oil & Gas Equipment & Services,Energy
1465,EVRI,1.16B,Everi Holdings Inc.,Gambling,Consumer Discretionary
1466,BSIG,1.16B,BrightSphere Investment Group Inc.,Asset Management,Financials
1467,CAL,1.15B,"Caleres, Inc.",Apparel Retail,Consumer Discretionary
1468,PGRE,1.15B,"Paramount Group, Inc.",REIT - Office,Real Estate
1469,ALX,1.14B,"Alexander's, Inc.",REIT - Retail,Real Estate
1470,MFA,1.14B,"MFA Financial, Inc.",REIT - Mortgage,Real Estate
1471,EFC,1.14B,Ellington Financial Inc.,REIT - Mortgage,Real Estate
1472,FSLY,1.14B,"Fastly, Inc.",Software - Application,Technology
1473,INVX,1.14B,"Innovex International, Inc.",Oil & Gas Equipment & Services,Energy
1474,PRO,1.14B,"PROS Holdings, Inc.",Software - Application,Technology
1475,GRC,1.13B,The Gorman-Rupp Company,Specialty Industrial Machinery,Industrials
1476,SII,1.13B,Sprott Inc.,Asset Management,Financials
1477,SSTK,1.12B,"Shutterstock, Inc.",Internet Content & Information,Communication Services
1478,AHH,1.11B,"Armada Hoffler Properties, Inc.",REIT - Diversified,Real Estate
1479,AGRO,1.11B,Adecoagro S.A.,Farm Products,Consumer Staples
1480,PSFE,1.11B,Paysafe Limited,Software - Infrastructure,Technology
1481,PL,1.11B,Planet Labs PBC,Aerospace & Defense,Industrials
1482,BKD,1.11B,Brookdale Senior Living Inc.,Medical Care Facilities,Healthcare
1483,BXC,1.10B,BlueLinx Holdings Inc.,Industrial Distribution,Industrials
1484,NVGS,1.10B,Navigator Holdings Ltd.,Oil & Gas Midstream,Energy
1485,KFRC,1.10B,Kforce Inc.,Staffing & Employment Services,Industrials
1486,TV,1.10B,"Grupo Televisa, S.A.B.",Telecom Services,Communication Services
1487,OBK,1.10B,"Origin Bancorp, Inc.",Banks - Regional,Financials
1488,PGRU,1.09B,PropertyGuru Group Limited,Internet Content & Information,Communication Services
1489,SBSI,1.09B,"Southside Bancshares, Inc.",Banks - Regional,Financials
1490,GIC,1.09B,Global Industrial Company,Industrial Distribution,Industrials
1491,LPG,1.09B,Dorian LPG Ltd.,Oil & Gas Midstream,Energy
1492,VTOL,1.09B,Bristow Group Inc.,Oil & Gas Equipment & Services,Energy
1493,YEXT,1.09B,"Yext, Inc.",Software - Infrastructure,Technology
1494,THR,1.09B,"Thermon Group Holdings, Inc.",Specialty Industrial Machinery,Industrials
1495,BCSF,1.09B,"Bain Capital Specialty Finance, Inc.",Asset Management,Financials
1496,OEC,1.08B,Orion S.A.,Specialty Chemicals,Materials
1497,BZH,1.08B,"Beazer Homes USA, Inc.",Residential Construction,Consumer Discretionary
1498,TPB,1.08B,"Turning Point Brands, Inc.",Tobacco,Consumer Staples
1499,BBDC,1.08B,"Barings BDC, Inc.",Asset Management,Financials
1500,NGVC,1.08B,"Natural Grocers by Vitamin Cottage, Inc.",Grocery Stores,Consumer Staples
1501,FBRT,1.07B,"Franklin BSP Realty Trust, Inc.",REIT - Mortgage,Real Estate
1502,AMTB,1.07B,Amerant Bancorp Inc.,Banks - Regional,Financials
1503,JBI,1.07B,"Janus International Group, Inc.",Building Products & Equipment,Industrials
1504,GATO,1.06B,"Gatos Silver, Inc.",Other Precious Metals & Mining,Materials
1505,TIXT,1.06B,TELUS International (Cda) Inc.,Software - Infrastructure,Technology
1506,IHS,1.06B,IHS Holding Limited,Telecom Services,Communication Services
1507,SXC,1.06B,"SunCoke Energy, Inc.",Coking Coal,Materials
1508,SUPV,1.05B,Grupo Supervielle S.A.,Banks - Regional,Financials
1509,ETWO,1.05B,"E2open Parent Holdings, Inc.",Software - Application,Technology
1510,OMI,1.05B,"Owens & Minor, Inc.",Medical Distribution,Healthcare
1511,ARR,1.05B,"ARMOUR Residential REIT, Inc.",REIT - Mortgage,Real Estate
1512,SMWB,1.05B,Similarweb Ltd.,Software - Application,Technology
1513,DLX,1.04B,Deluxe Corporation,Conglomerates,Industrials
1514,AMN,1.03B,"AMN Healthcare Services, Inc.",Medical Care Facilities,Healthcare
1515,MTAL,1.03B,Metals Acquisition Limited,Shell Companies,Financials
1516,WEAV,1.02B,"Weave Communications, Inc.",Health Information Services,Healthcare
1517,PRLB,1.01B,"Proto Labs, Inc.",Metal Fabrication,Industrials
1518,HY,1.00B,"Hyster-Yale, Inc.",Farm & Heavy Construction Machinery,Industrials
1519,NEXA,999.91M,Nexa Resources S.A.,Other Industrial Metals & Mining,Materials
1520,BDN,997.53M,Brandywine Realty Trust,REIT - Office,Real Estate
1521,DCO,996.57M,Ducommun Incorporated,Aerospace & Defense,Industrials
1522,EEX,990.56M,"Emerald Holding, Inc.",Advertising Agencies,Communication Services
1523,PARR,986.44M,"Par Pacific Holdings, Inc.",Oil & Gas Refining & Marketing,Energy
1524,UTL,981.55M,Unitil Corporation,Utilities - Diversified,Utilities
1525,CMTG,981.11M,"Claros Mortgage Trust, Inc.",REIT - Mortgage,Real Estate
1526,SKE,979.56M,Skeena Resources Limited,Other Industrial Metals & Mining,Materials
1527,BORR,978.53M,Borr Drilling Limited,Oil & Gas Drilling,Energy
1528,CLB,978.44M,Core Laboratories Inc.,Oil & Gas Equipment & Services,Energy
1529,SHCO,976.38M,Soho House & Co Inc.,Lodging,Consumer Discretionary
1530,NUVB,972.68M,Nuvation Bio Inc.,Biotechnology,Healthcare
1531,KIND,966.82M,"Nextdoor Holdings, Inc.",Internet Content & Information,Communication Services
1532,ACEL,964.24M,"Accel Entertainment, Inc.",Gambling,Consumer Discretionary
1533,ML,961.92M,MoneyLion Inc.,Software - Application,Technology
1534,JELD,955.36M,"JELD-WEN Holding, Inc.",Building Products & Equipment,Industrials
1535,RWT,952.32M,"Redwood Trust, Inc.",REIT - Mortgage,Real Estate
1536,ECVT,948.39M,Ecovyst Inc.,Specialty Chemicals,Materials
1537,NCDL,942.83M,Nuveen Churchill Direct Lending Corp.,Asset Management,Financials
1538,CBL,940.17M,"CBL & Associates Properties, Inc.",REIT - Retail,Real Estate
1539,VVI,939.88M,Viad Corp,Specialty Business Services,Industrials
1540,GES,933.94M,"Guess?, Inc.",Apparel Retail,Consumer Discretionary
1541,PDS,932.14M,Precision Drilling Corporation,Oil & Gas Drilling,Energy
1542,AGL,931.16M,"agilon health, inc.",Medical Care Facilities,Healthcare
1543,SBR,919.96M,Sabine Royalty Trust,Oil & Gas Midstream,Energy
1544,RDW,916.27M,Redwire Corporation,Aerospace & Defense,Industrials
1545,ZIP,908.63M,"ZipRecruiter, Inc.",Staffing & Employment Services,Industrials
1546,GOOS,905.97M,Canada Goose Holdings Inc.,Apparel Manufacturing,Consumer Discretionary
1547,CINT,903.04M,CI&T Inc.,Software - Infrastructure,Technology
1548,TUYA,901.37M,Tuya Inc.,Software - Infrastructure,Technology
1549,VLRS,900.30M,"Controladora Vuela Compañía de Aviación, S.A.B. de C.V.",Airlines,Industrials
1550,LAC,886.14M,Lithium Americas Corp.,Other Industrial Metals & Mining,Materials
1551,CPF,883.11M,Central Pacific Financial Corp.,Banks - Regional,Financials
1552,GRNT,872.06M,"Granite Ridge Resources, Inc.",Oil & Gas Exploration & Production,Energy
1553,WNC,870.21M,Wabash National Corporation,Farm & Heavy Construction Machinery,Industrials
1554,HLF,869.83M,Herbalife Ltd.,Packaged Foods,Consumer Staples
1555,PUMP,869.76M,ProPetro Holding Corp.,Oil & Gas Equipment & Services,Energy
1556,PLYM,868.50M,"Plymouth Industrial REIT, Inc.",REIT - Industrial,Real Estate
1557,MAX,864.64M,"MediaAlpha, Inc.",Internet Content & Information,Communication Services
1558,ASIX,864.48M,AdvanSix Inc.,Chemicals,Materials
1559,PRA,856.87M,ProAssurance Corporation,Insurance - Property & Casualty,Financials
1560,GHLD,853.41M,Guild Holdings Company,Mortgage Finance,Financials
1561,FIGS,845.66M,"FIGS, Inc.",Apparel Manufacturing,Consumer Discretionary
1562,MLR,842.62M,"Miller Industries, Inc.",Auto Parts,Consumer Discretionary
1563,SITC,838.88M,SITE Centers Corp.,REIT - Retail,Real Estate
1564,AVNS,836.03M,"Avanos Medical, Inc.",Medical Devices,Healthcare
1565,VTS,830.77M,"Vitesse Energy, Inc.",Oil & Gas Exploration & Production,Energy
1566,DRD,826.18M,DRDGOLD Limited,Gold,Materials
1567,FNA,825.48M,"Paragon 28, Inc.",Medical Devices,Healthcare
1568,WLKP,824.58M,Westlake Chemical Partners LP,Chemicals,Materials
1569,DEC,823.39M,Diversified Energy Company PLC,Oil & Gas Exploration & Production,Energy
1570,RYI,821.34M,Ryerson Holding Corporation,Metal Fabrication,Industrials
1571,INN,819.54M,"Summit Hotel Properties, Inc.",REIT - Hotel & Motel,Real Estate
1572,BRSP,818.31M,"BrightSpire Capital, Inc.",REIT - Mortgage,Real Estate
1573,KREF,815.39M,KKR Real Estate Finance Trust Inc.,REIT - Mortgage,Real Estate
1574,PFLT,809.10M,PennantPark Floating Rate Capital Ltd.,Asset Management,Financials
1575,DDL,806.26M,Dingdong (Cayman) Limited,Grocery Stores,Consumer Staples
1576,HIPO,803.63M,Hippo Holdings Inc.,Insurance - Specialty,Financials
1577,AXL,801.90M,"American Axle & Manufacturing Holdings, Inc.",Auto Parts,Consumer Discretionary
1578,LDI,791.34M,"loanDepot, Inc.",Mortgage Finance,Financials
1579,KOP,790.89M,Koppers Holdings Inc.,Specialty Chemicals,Materials
1580,ETD,789.35M,Ethan Allen Interiors Inc.,"Furnishings, Fixtures & Appliances",Consumer Discretionary
1581,SPLP,787.56M,Steel Partners Holdings L.P.,Conglomerates,Industrials
1582,REX,784.02M,REX American Resources Corporation,Chemicals,Materials
1583,CCO,777.63M,"Clear Channel Outdoor Holdings, Inc.",Advertising Agencies,Communication Services
1584,CAPL,777.29M,CrossAmerica Partners LP,Oil & Gas Refining & Marketing,Energy
1585,GSL,773.66M,"Global Ship Lease, Inc.",Rental & Leasing Services,Industrials
1586,AC,769.85M,"Associated Capital Group, Inc.",Asset Management,Financials
1587,RSKD,769.42M,Riskified Ltd.,Software - Application,Technology
1588,CVLG,767.32M,"Covenant Logistics Group, Inc.",Trucking,Industrials
1589,NOAH,765.14M,Noah Holdings Limited,Asset Management,Financials
1590,MATV,761.79M,"Mativ Holdings, Inc.",Specialty Chemicals,Materials
1591,WSR,761.23M,Whitestone REIT,REIT - Retail,Real Estate
1592,USNA,760.86M,"USANA Health Sciences, Inc.",Packaged Foods,Consumer Staples
1593,XPOF,758.36M,"Xponential Fitness, Inc.",Leisure,Consumer Discretionary
1594,HZO,754.43M,"MarineMax, Inc.",Specialty Retail,Consumer Discretionary
1595,UAN,753.83M,"CVR Partners, LP",Agricultural Inputs,Materials
1596,MCB,753.60M,Metropolitan Bank Holding Corp.,Banks - Regional,Financials
1597,EQBK,752.40M,"Equity Bancshares, Inc.",Banks - Regional,Financials
1598,GCI,751.74M,"Gannett Co., Inc.",Publishing,Communication Services
1599,VHI,750.66M,"Valhi, Inc.",Chemicals,Materials
1600,ECO,736.41M,Okeanis Eco Tankers Corp.,Marine Shipping,Industrials
1601,TXO,733.17M,"TXO Partners, L.P.",Oil & Gas Exploration & Production,Energy
1602,TRTX,730.78M,"TPG RE Finance Trust, Inc.",REIT - Mortgage,Real Estate
1603,GNK,728.59M,Genco Shipping & Trading Limited,Marine Shipping,Industrials
1604,MAGN,722.73M,Magnera Corporation,-,-
1605,BALY,722.65M,Bally's Corporation,Resorts & Casinos,Consumer Discretionary
1606,SMP,721.60M,"Standard Motor Products, Inc.",Auto Parts,Consumer Discretionary
1607,NBR,716.95M,Nabors Industries Ltd.,Oil & Gas Drilling,Energy
1608,BFLY,698.84M,"Butterfly Network, Inc.",Medical Devices,Healthcare
1609,NR,697.17M,"Newpark Resources, Inc.",Oil & Gas Equipment & Services,Energy
1610,MCS,695.75M,The Marcus Corporation,Entertainment,Communication Services
1611,MTUS,687.56M,Metallus Inc.,Steel,Materials
1612,AMPS,684.80M,"Altus Power, Inc.",Utilities - Renewable,Utilities
1613,AACT,681.25M,Ares Acquisition Corporation II,Shell Companies,Financials
1614,TK,680.50M,Teekay Corporation Ltd.,Oil & Gas Midstream,Energy
1615,HUYA,678.54M,HUYA Inc.,Entertainment,Communication Services
1616,VEL,678.19M,"Velocity Financial, Inc.",Mortgage Finance,Financials
1617,OPFI,676.78M,OppFi Inc.,Credit Services,Financials
1618,NOVA,667.25M,Sunnova Energy International Inc.,Solar,Technology
1619,HYLN,663.09M,Hyliion Holdings Corp.,Auto Parts,Consumer Discretionary
1620,YALA,660.89M,Yalla Group Limited,Software - Application,Technology
1621,MEG,660.29M,"Montrose Environmental Group, Inc.",Waste Management,Industrials
1622,GOTU,659.78M,Gaotu Techedu Inc.,Education & Training Services,Consumer Staples
1623,BH,652.86M,Biglari Holdings Inc.,Restaurants,Consumer Discretionary
1624,PACK,651.91M,Ranpak Holdings Corp.,Packaging & Containers,Consumer Discretionary
1625,UVE,650.02M,"Universal Insurance Holdings, Inc.",Insurance - Property & Casualty,Financials
1626,QBTS,647.40M,D-Wave Quantum Inc.,Computer Hardware,Technology
1627,RGR,646.95M,"Sturm, Ruger & Company, Inc.",Aerospace & Defense,Industrials
1628,BH.A,645.42M,Biglari Holdings Inc.,Restaurants,Consumer Discretionary
1629,LXU,640.29M,"LSB Industries, Inc.",Chemicals,Materials
1630,BRCC,636.10M,BRC Inc.,Packaged Foods,Consumer Staples
1631,DAO,633.45M,"Youdao, Inc.",Education & Training Services,Consumer Staples
1632,CION,631.44M,CION Investment Corporation,Asset Management,Financials
1633,OPY,628.67M,Oppenheimer Holdings Inc.,Capital Markets,Financials
1634,FPI,625.37M,Farmland Partners Inc.,REIT - Specialty,Real Estate
1635,CMP,624.64M,"Compass Minerals International, Inc.",Other Industrial Metals & Mining,Materials
1636,EXTO,623.73M,Almacenes Éxito S.A.,Department Stores,Consumer Discretionary
1637,ORC,622.82M,"Orchid Island Capital, Inc.",REIT - Mortgage,Real Estate
1638,SMBK,622.21M,"SmartFinancial, Inc.",Banks - Regional,Financials
1639,OLP,621.51M,"One Liberty Properties, Inc.",REIT - Diversified,Real Estate
1640,CSV,618.82M,"Carriage Services, Inc.",Personal Services,Consumer Discretionary
1641,NAT,615.95M,Nordic American Tankers Limited,Oil & Gas Midstream,Energy
1642,GMRE,611.76M,Global Medical REIT Inc.,REIT - Healthcare Facilities,Real Estate
1643,AMBC,608.22M,"Ambac Financial Group, Inc.",Insurance - Specialty,Financials
1644,NGL,604.62M,NGL Energy Partners LP,Oil & Gas Midstream,Energy
1645,IIIN,602.04M,"Insteel Industries, Inc.",Metal Fabrication,Industrials
1646,FPH,601.89M,"Five Point Holdings, LLC",Real Estate - Development,Real Estate
1647,RERE,601.39M,ATRenew Inc.,Internet Retail,Consumer Discretionary
1648,PLOW,598.37M,"Douglas Dynamics, Inc.",Auto Parts,Consumer Discretionary
1649,PBT,597.99M,Permian Basin Royalty Trust,Oil & Gas Midstream,Energy
1650,NVRI,597.01M,Enviri Corporation,Waste Management,Industrials
1651,HKD,595.64M,AMTD Digital Inc.,Software - Application,Technology
1652,CTO,595.33M,"CTO Realty Growth, Inc.",REIT - Diversified,Real Estate
1653,MYTE,594.30M,MYT Netherlands Parent B.V.,Luxury Goods,Consumer Discretionary
1654,RYAM,587.31M,Rayonier Advanced Materials Inc.,Chemicals,Materials
1655,TEN,586.28M,Tsakos Energy Navigation Limited,Oil & Gas Midstream,Energy
1656,ZKH,581.60M,ZKH Group Limited,Internet Retail,Consumer Discretionary
1657,UHT,566.86M,Universal Health Realty Income Trust,REIT - Healthcare Facilities,Real Estate
1658,UIS,566.69M,Unisys Corporation,Information Technology Services,Technology
1659,CRD.A,566.14M,Crawford & Company,Insurance Brokers,Financials
1660,BBAI,563.82M,"BigBear.ai Holdings, Inc.",Information Technology Services,Technology
1661,LAAC,563.33M,Lithium Americas (Argentina) Corp.,Other Industrial Metals & Mining,Materials
1662,NPK,562.85M,"National Presto Industries, Inc.",Aerospace & Defense,Industrials
1663,LZM,562.06M,Lifezone Metals Limited,Other Industrial Metals & Mining,Materials
1664,HOUS,561.87M,Anywhere Real Estate Inc.,Real Estate Services,Real Estate
1665,GDOT,561.00M,Green Dot Corporation,Credit Services,Financials
1666,ACCO,553.57M,ACCO Brands Corporation,Business Equipment & Supplies,Industrials
1667,EAF,550.34M,GrafTech International Ltd.,Electrical Equipment & Parts,Industrials
1668,EBF,549.98M,"Ennis, Inc.",Business Equipment & Supplies,Industrials
1669,NOA,545.26M,North American Construction Group Ltd.,Oil & Gas Equipment & Services,Energy
1670,EGY,542.58M,"VAALCO Energy, Inc.",Oil & Gas Exploration & Production,Energy
1671,CHPT,539.48M,"ChargePoint Holdings, Inc.",Specialty Retail,Consumer Discretionary
1672,EBS,533.71M,Emergent BioSolutions Inc.,Drug Manufacturers - Specialty & Generic,Healthcare
1673,BGS,531.19M,"B&G Foods, Inc.",Packaged Foods,Consumer Staples
1674,DIN,530.27M,"Dine Brands Global, Inc.",Restaurants,Consumer Discretionary
1675,CRD.B,529.32M,Crawford & Company,Insurance Brokers,Financials
1676,FVR,525.57M,"FrontView REIT, Inc.",REIT - Retail,Real Estate
1677,CHCT,525.28M,Community Healthcare Trust Incorporated,REIT - Healthcare Facilities,Real Estate
1678,GFR,524.49M,Greenfire Resources Ltd.,Oil & Gas Exploration & Production,Energy
1679,AUNA,523.34M,Auna S.A.,Medical Care Facilities,Healthcare
1680,TTI,521.97M,"TETRA Technologies, Inc.",Oil & Gas Equipment & Services,Energy
1681,FUBO,521.18M,fuboTV Inc.,Broadcasting,Communication Services
1682,HPP,519.55M,"Hudson Pacific Properties, Inc.",REIT - Office,Real Estate
1683,PSBD,514.66M,Palmer Square Capital BDC Inc.,Asset Management,Financials
1684,SLQT,511.08M,"SelectQuote, Inc.",Insurance Brokers,Financials
1685,ODC,508.83M,Oil-Dri Corporation of America,Specialty Chemicals,Materials
1686,BBW,508.34M,"Build-A-Bear Workshop, Inc.",Specialty Retail,Consumer Discretionary
1687,IVR,505.28M,Invesco Mortgage Capital Inc.,REIT - Mortgage,Real Estate
1688,JMIA,503.32M,Jumia Technologies AG,Internet Retail,Consumer Discretionary
1689,KODK,502.50M,Eastman Kodak Company,Specialty Business Services,Industrials
1690,ASC,497.42M,Ardmore Shipping Corporation,Marine Shipping,Industrials
1691,OUST,491.73M,"Ouster, Inc.",Electronic Components,Technology
1692,CPAC,490.77M,Cementos Pacasmayo S.A.A.,Building Materials,Materials
1693,CYH,489.86M,"Community Health Systems, Inc.",Medical Care Facilities,Healthcare
1694,FC,485.84M,Franklin Covey Co.,Education & Training Services,Consumer Staples
1695,PKST,483.88M,Peakstone Realty Trust,REIT - Office,Real Estate
1696,GHM,482.75M,Graham Corporation,Specialty Industrial Machinery,Industrials
1697,GBLI,480.99M,"Global Indemnity Group, LLC",Insurance - Property & Casualty,Financials
1698,TYG,478.72M,Tortoise Energy Infrastructure Corporation,Asset Management,Financials
1699,AGS,475.98M,"PlayAGS, Inc.",Gambling,Consumer Discretionary
1700,TWI,474.81M,"Titan International, Inc.",Farm & Heavy Construction Machinery,Industrials
1701,BOC,472.49M,Boston Omaha Corporation,Conglomerates,Industrials
1702,NLOP,466.76M,Net Lease Office Properties,REIT - Office,Real Estate
1703,CLDT,465.64M,Chatham Lodging Trust,REIT - Hotel & Motel,Real Estate
1704,SNDA,463.82M,"Sonida Senior Living, Inc.",Medical Care Facilities,Healthcare
1705,CLCO,463.07M,Cool Company Ltd.,Oil & Gas Midstream,Energy
1706,MLP,461.93M,"Maui Land & Pineapple Company, Inc.",Real Estate Services,Real Estate
1707,GPRK,461.25M,GeoPark Limited,Oil & Gas Exploration & Production,Energy
1708,DDD,458.16M,3D Systems Corporation,Computer Hardware,Technology
1709,CLW,457.60M,Clearwater Paper Corporation,Paper & Paper Products,Materials
1710,PNNT,453.15M,PennantPark Investment Corporation,Asset Management,Financials
1711,CTV,453.11M,Innovid Corp.,Advertising Agencies,Communication Services
1712,MOV,446.93M,"Movado Group, Inc.",Luxury Goods,Consumer Discretionary
1713,YSG,446.47M,Yatsen Holding Limited,Household & Personal Products,Consumer Staples
1714,TRC,444.72M,Tejon Ranch Co.,Conglomerates,Industrials
1715,GNE,443.90M,Genie Energy Ltd.,Utilities - Regulated Electric,Utilities
1716,AAM,441.94M,AA Mission Acquisition Corp.,Shell Companies,Financials
1717,EQV,441.46M,EQV Ventures Acquisition Corp.,Shell Companies,Financials
1718,GNTY,441.41M,"Guaranty Bancshares, Inc.",Banks - Regional,Financials
1719,RMAX,441.30M,"RE/MAX Holdings, Inc.",Real Estate Services,Real Estate
1720,SD,441.09M,"SandRidge Energy, Inc.",Oil & Gas Exploration & Production,Energy
1721,GTN.A,440.14M,"Gray Television, Inc.",Broadcasting,Communication Services
1722,WOW,439.14M,"WideOpenWest, Inc.",Telecom Services,Communication Services
1723,SB,435.65M,"Safe Bulkers, Inc.",Marine Shipping,Industrials
1724,CURV,435.47M,Torrid Holdings Inc.,Apparel Retail,Consumer Discretionary
1725,MUX,434.51M,McEwen Mining Inc.,Other Precious Metals & Mining,Materials
1726,SGU,433.96M,"Star Group, L.P.",Oil & Gas Refining & Marketing,Energy
1727,QD,433.73M,Qudian Inc.,Credit Services,Financials
1728,DNA,432.09M,"Ginkgo Bioworks Holdings, Inc.",Biotechnology,Healthcare
1729,COOK,424.46M,"Traeger, Inc.","Furnishings, Fixtures & Appliances",Consumer Discretionary
1730,MYE,420.66M,"Myers Industries, Inc.",Packaging & Containers,Consumer Discretionary
1731,JILL,420.25M,"J.Jill, Inc.",Apparel Retail,Consumer Discretionary
1732,XPER,418.27M,Xperi Inc.,Software - Application,Technology
1733,GTN,415.82M,"Gray Television, Inc.",Broadcasting,Communication Services
1734,TRAK,412.70M,"ReposiTrak, Inc.",Software - Application,Technology
1735,SPMC,412.58M,"Sound Point Meridian Capital, Inc.",-,-
1736,CANG,412.24M,Cango Inc.,Auto & Truck Dealerships,Consumer Discretionary
